Gene,highly_variable
TNKS2-AS1,False
FGFBP3,True
CPEB3,False
IDE,True
RBP4,False
FRA10AC1,False
RP11-391J2.3,False
NOC3L,False
CYP2C8,False
PDLIM1,True
SORBS1,False
ALDH18A1,False
TCTN3,True
ENTPD1-AS1,False
TM9SF3,False
ARHGAP19-SLIT1,True
FRAT2,False
RRP12,False
AL355490.1,False
EXOSC1,False
MMS19,False
MORN4,False
AVPI1,False
CRTAC1,False
LOXL4,False
PYROXD2,False
HPS1,False
GOT1,False
SLC25A28,False
RP11-483F11.7,False
COX15,False
DNMBP,True
ERLIN1,False
CHUK,False
CWF19L1,False
BLOC1S2,False
SEC31B,False
NDUFB8-1,False
RP11-179B2.2,True
MRPL43,False
PDZD7,False
RP11-108L7.15,False
POLL,False
FBXW4,False
NPM3,False
MGEA5,False
KCNIP2,False
C10orf76,False
LDB1,False
PSD,False
CUEDC2,False
C10orf95,False
ACTR1A,False
RP11-47A8.5,True
ARL3,False
NT5C2,False
PCGF6,False
USMG5,False
CALHM2,False
OBFC1,False
WDR96,False
ITPRIP,False
CCDC147-AS1,False
SORCS1,False
XPNPEP1,False
SMNDC1,False
RP11-525A16.4,False
PDCD4-AS1,False
BBIP1,False
GPAM,False
ZDHHC6,False
RP11-57H14.2,True
DCLRE1A,False
C10orf118,False
AFAP1L2,False
ABLIM1,False
GFRA1,True
C10orf82,False
HSPA12A,False
RP11-539I5.1,False
KIAA1598,True
PDZD8,False
EMX2OS,True
RAB11FIP2,True
FAM204A,False
CACUL1,False
EIF3A,False
SFXN4,False
PRDX3,False
RGS10,False
TIAL1,False
MCMBP,False
FGFR2,True
ATE1,False
NSMCE4A,False
C10orf88,False
IKZF5,False
CHST15,False
OAT,False
METTL10,False
CTBP2,False
RP11-383C5.4,False
UROS,False
DHX32,False
ADAM12,True
FAM196A,True
MKI67,True
EBF3,False
LINC00959,False
TCERG1L,True
BNIP3,False
STK32C,False
RP11-432J24.5,False
TTC40,False
GPR123-AS1,False
ADAM8,False
TUBGCP2,False
CALY,False
FUOM,True
ECHS1,False
SPRN,False
ZMYND11,False
GTPBP4,False
WDR37,False
PFKP,False
LINC00703,False
AKR1E2,False
AKR1C1,True
NET1,False
FAM208B,True
RP11-318E3.9,True
FBXO18,False
RBM17,False
PFKFB3,False
PRKCQ-AS1,False
ATP5C1,False
TAF3,False
GATA3,False
CELF2,False
ECHDC3,False
PROSER2,False
DHTKD1,False
SEC61A2,False
CDC123,False
CAMK1D,False
OPTN,False
MCM10,True
PRPF18,False
HSPA14,False
SUV39H2,False
RPP38,False
PTER,False
VIM,True
STAM,False
CACNB2,False
ARL5B,True
PLXDC2,True
MLLT10,True
COMMD3,False
BMI1,False
RP11-573G6.9,False
ARMC3,False
MSRB2,False
RP11-371A19.2,False
OTUD1,False
KIAA1217,True
RP11-165A20.3,False
THNSL1,False
GPR158,False
MYO3A,True
GAD2,True
PDSS1,False
MASTL,True
RAB18,False
WAC,False
BAMBI,True
PTCHD3P1,True
MAP3K8,True
ZEB1,True
CCDC7,False
C10ORF68,False
RP11-462L8.1,False
CREM,False
CCNY,False
RP11-162G10.5,False
ZNF33A,False
ZNF37A,False
RP11-508N22.12,False
RP11-508N22.13,True
BMS1,False
CSGALNACT2,False
RP11-517P14.2,False
ZNF487,True
ZNF485,False
RASSF4,False
ZNF22,False
FAM21C,False
RP11-38L15.3,False
GPRIN2,False
FAM21B,False
MAPK8,False
TIMM23B,True
NCOA4,False
LINC00843,True
AGAP6,False
FAM21A,False
RP11-50E11.3,False
PRKG1,False
CISD1,False
UBE2D1,False
TFAM,False
BICC1,False
LINC00844,False
PHYHIPL,False
CDK1,True
C10orf107,False
ARID5B,True
ADO,False
NRBF2,False
JMJD1C-AS1,True
REEP3,True
LRRTM3,False
RP11-57G10.8,False
SIRT1,False
HNRNPH3,False
TET1,True
CCAR1,False
STOX1,False
DDX50,False
DDX21,False
KIAA1279,False
VPS26A,False
SUPV3L1,False
HK1,False
TSPAN15,False
C10orf35,True
COL13A1,True
H2AFY2,False
EIF4EBP2,False
AC022532.1,False
PALD1,False
SGPL1,False
UNC5B,False
SLC29A3,True
CDH23,False
CHST3,False
ANAPC16,False
DDIT4,True
MCU,False
NUDT13,False
FAM149B1,False
RP11-464F9.20,True
RP11-464F9.21,False
SEC24C,False
FUT11,False
CHCHD1,False
ZSWIM8,False
PLAU,False
VCL,True
ADK,False
KAT6B,True
SAMD8,False
VDAC2,False
DLG5-AS1,False
RPS24,False
ZMIZ1,False
PPIF,False
EIF5AL1,True
RP11-506M13.3,False
RP11-182L21.6,False
TMEM254,False
PLAC9,False
DYDC2,False
FAM213A,False
RP11-137H2.6,False
TSPAN14,False
SH2D4B,False
NRG3,False
GHITM,False
RGR,True
CCSER2,False
RP11-77P6.2,True
BMPR1A,True
SNCG,False
FAM35A,False
LINC00863,True
NUTM2D,False
MINPP1,False
PTEN,False
STAMBPL1,False
FAS,False
IFIT3,True
IFIT1,True
IFIT5,False
KIF20B,False
LINC00865,True
RPP30,False
PCGF5,True
HECTD2,False
TNKS2,False
RP11-402D21.2,False
BTAF1,False
MARCH5,False
KIF11,False
HHEX,False
EXOC6,False
CYP26A1,False
CEP55,False
SLC35G1,False
PLCE1,True
TBC1D12,False
HELLS,True
CCNJ,False
LCOR,False
C10orf12,False
RP11-175O19.4,True
FRAT1,False
PGAM1,False
ZDHHC16,False
UBTD1,False
ANKRD2,False
PI4K2A,False
MARVELD1,True
ZFYVE27,False
GOLGA7B,False
R3HCC1L,True
CNNM1,False
RP11-441O15.3,True
RP11-85A1.3,True
CUTC,False
SCD,True
RP11-285F16.1,False
HIF1AN,False
FAM178A,False
SEMA4G,True
C10orf2,False
LZTS2,False
SFXN3,True
BTRC,False
DPCD,False
HPS6,False
PPRC1,False
NOLC1,False
ELOVL3,True
GBF1,False
NFKB2,False
FBXL15,False
TMEM180,False
RP11-18I14.11,False
SUFU,False
TRIM8,False
SFXN2,False
WBP1L,False
CYP17A1-AS1,False
CNNM2,False
INA,True
TAF5,False
PDCD11,False
RP11-225H22.7,False
NEURL1,False
RP11-416N2.4,False
SLK,False
SFR1,False
GSTO1,True
GSTO2,False
CCDC147,False
SORCS3,True
ADD3,False
MXI1,False
DUSP5,False
SMC3,False
PDCD4,False
RP11-348N5.7,False
SHOC2,False
ADRA2A,True
VTI1A,False
TCF7L2,True
CASP7,False
NHLRC2,False
ADRB1,True
FAM160B1,False
TRUB1,True
ATRNL1,True
ENO4,False
EMX2,True
CASC2,False
LINC00867,True
NANOS1,True
FAM45A,False
GRK5,True
BAG3,False
INPP5F,False
SEC23IP,False
PPAPDC1A,True
WDR11,False
ATE1-AS1,True
TACC2,False
PLEKHA1,False
HTRA1,False
PSTK,False
ACADSB,False
BUB3,False
GPR26,False
LHPP,False
FAM175B,False
ZRANB1,True
EDRF1,False
BCCIP,True
FANK1,False
DOCK1,False
PTPRE,False
MGMT,False
GLRX3,False
PPP2R2D,False
JAKMIP3,False
DPYSL4,False
LRRC27,False
PWWP2B,False
INPP5A,False
GPR123,False
KNDC1,False
ZNF511,False
MTG1,False
BET1L,False
SIRT3,False
IFITM3,True
SIGIRR,False
RP13-317D12.3,False
RNH1,False
HRAS,False
MIR210HG,False
IRF7,False
DEAF1,False
PDDC1,False
CEND1,False
SLC25A22,False
PIDD,False
POLR2L,False
RP11-1391J7.1,False
CHID1,False
TOLLIP,False
MOB2,False
DUSP8,False
IFITM10,False
TH,False
ASCL2,False
KCNQ1OT1,True
CDKN1C,True
PHLDA2,True
NAP1L4,False
CARS,False
OSBPL5,False
ZNF195,False
ART5,True
NUP98,False
RHOG,False
TRIM21,False
TRIM68,False
HBB,False
HBG1,False
HBG2,True
HBE1,False
TRIM5,False
RP11-290F24.6,False
FAM160A2,False
PRKCDBP,False
APBB1,False
HPX,False
TRIM3,False
ARFIP2,False
RRP8,True
TAF10,False
TPP1,False
DCHS1,False
MRPL17,False
ZNF214,False
CYB5R2,True
RIC3,False
LMO1,True
STK33,True
TRIM66,False
ST5,False
TMEM9B,False
NRIP3,False
SCUBE2,True
DENND5A,False
TMEM41B,False
CTD-2371O3.2,False
AC132192.1,False
SBF2,False
RNF141,False
EIF4G2,False
ZBED5,True
GALNT18,True
DKK3,True
BTBD10,False
RRAS2,False
COPB1,False
PSMA1,False
CYP2R1,False
SOX6,True
RPS13,False
PIK3C2A,False
KCNJ11,False
ABCC8,False
USH1C,False
SERGEF,False
TPH1,False
SAAL1,False
HPS5,False
TSG101,False
UEVLD,False
SPTY2D1,False
IGSF22,False
PTPN5,False
E2F8,True
NAV2-AS3,True
CTD-3064C13.1,True
FANCF,False
SVIP,True
CCDC34,False
LGR4,False
LIN7C,False
BDNF,False
KIF18A,True
KCNA4,False
MPPED2,True
DCDC1,False
IMMP1L,False
Z83001.1,False
PAX6,True
CSTF3,False
CD59,False
FBXO3,False
LMO2,True
ABTB2,True
APIP,False
SLC1A2,True
LINC00610,False
COMMD9,False
TRAF6,False
LRRC4C,True
SYT13,False
CHST1,False
PEX16,False
PHF21A,True
AMBRA1,False
HARBI1,False
ARHGAP1,False
CKAP5,False
LRP4,False
RP11-390K5.3,False
ARFGAP2,False
PACSIN3,False
ACP2,False
SPI1,True
PSMC3,False
CELF1,False
KBTBD4,False
C1QTNF4,False
MTCH2,False
FNBP4,False
NUP160,False
FOLH1,False
TNKS1BP1,True
SSRP1,False
TIMM10,False
UBE2L6,False
YPEL4,False
MED19,False
BTBD18,False
LPXN,False
GLYATL2,False
AP001258.4,False
OSBP,False
PATL1,False
MRPL16,False
PRPF19,False
RP11-881M11.4,False
SLC15A3,False
VPS37C,True
VWCE,False
DDB1,False
CYB561A3,False
CPSF7,False
SYT7,False
TMEM258,False
FADS1,False
FADS3,False
FTH1,False
AHNAK,False
EEF1G,False
MTA2,False
EML3,True
B3GAT3,False
GANAB,False
INTS5,False
C11orf48,False
UBXN1,False
HNRNPUL2,False
ZBTB3,False
RP11-727F15.11,False
TMEM223,False
NXF1,True
STX5,False
WDR74,False
CHRM1,False
HRASLS5,False
PLA2G16,False
ATL3,False
C11orf95,False
RCOR2,True
MACROD1,False
TRPT1,False
RP11-783K16.14,False
PPP1R14B,False
BAD,False
TRMT112,False
NRXN2,False
RASGRP2,False
SF1,False
RP11-869B15.1,False
MAP4K2,False
MEN1,False
EHD1,False
ATG2A,False
NAALADL1,False
ZNHIT2,False
FAU,False
LTBP3,False
SSSCA1-AS1,False
MAP3K11,False
RELA,False
RNASEH2C,False
AP5B1,True
CFL1,False
EFEMP2,False
FIBP,False
FOSL1,False
C11orf68,False
EIF1AD,False
GAL3ST3,False
RP11-867G23.3,False
YIF1A,False
CD248,False
RIN1,False
BRMS1,False
B3GNT1,False
SLC29A2,False
MRPL11,False
CTD-3074O7.5,False
CTSF,True
CCDC87,False
RBM4B,False
SPTBN2,False
PC,False
AP001885.1,False
POLD4,False
CLCF1,False
PPP1CA,False
AP003419.16,False
PTPRCAP,False
CORO1B,False
TMEM134,False
PITPNM1,False
CDK2AP2,False
NUDT8,False
RP5-903G2.2,False
CHKA,False
SUV420H1,True
C11orf24,False
MTL5,False
MRPL21,False
MRGPRF,False
ORAOV1,False
FGF3,False
AP000487.5,False
SHANK2,False
RP11-849H4.2,False
NUMA1,False
LAMTOR1,False
ANAPC15,False
CLPB,False
PDE2A,False
ARAP1,False
STARD10,False
FCHSD2,False
FAM168A,False
RAB6A,False
COA4,False
UCP2,False
UCP3,False
C2CD3,False
PGM2L1,True
KCNE3,False
LIPT2,False
XRRA1,False
ARRB1,False
KLHL35,True
GDPD5,False
MAP6,False
PRKRIR,False
RP11-111M22.3,False
RP11-21L23.3,True
PAK1,False
CLNS1A,False
RSF1,False
INTS4,False
KCTD14,False
NDUFC2,False
ALG8,False
KCTD21,False
GAB2,False
RP11-452H21.4,False
NARS2,False
TENM4,False
FAM181B,True
PRCP,False
RAB30,False
RP11-727A23.11,True
CCDC90B,False
DLG2,False
CREBZF,False
SYTL2,False
AP000974.1,False
PICALM,False
ME3,False
RP11-736K20.5,False
FZD4,True
RAB38,False
CTSC,False
GRM5,True
NOX4,False
CHORDC1,False
SLC36A4,False
SMCO4,False
TAF1D,False
VSTM5,False
MRE11A,False
CWC15,False
SESN3,False
FAM76B,False
MTMR2,False
MAML2,True
CCDC82,False
CTD-2383M3.1,False
TRPC6,False
TMEM123,True
DCUN1D5,False
PDGFD,True
MSANTD4,False
KBTBD3,False
GUCY1A2,True
RP11-819C21.1,True
CWF19L2,False
ALKBH8,False
SLN,True
SLC35F2,False
NPAT,True
C11orf65,False
KDELC2,False
EXPH5,False
RP11-25I9.2,False
RDX,False
ARHGAP20,False
COLCA1,False
PPP2R1B,False
ALG9,False
CRYAB,True
PIH1D2,False
TIMM8B,False
RP11-629G13.1,False
TMPRSS5,True
ZW10,False
USP28,False
C11orf71,True
CADM1,False
LINC00900,False
BUD13,False
ZNF259,False
APOA1,False
SIK3,False
PCSK7,False
BACE1,False
DSCAML1,False
FXYD2,False
FXYD6,False
TMPRSS13,False
SCN4B,False
SCN2B,False
MPZL3,False
RP11-770J1.4,False
RP11-770J1.3,False
IFT46,False
DDX6,False
BCL9L,False
RP11-158I9.7,False
RPS25,False
SLC37A4,False
HYOU1,False
RP11-110I1.14,False
RP11-110I1.13,False
H2AFX,True
DPAGT1,False
CCDC153,True
MCAM,False
USP2,False
THY1,False
PVRL1,False
HSPA8,False
CLMP,True
SCN3B,False
ZNF202,False
SIAE,False
MSANTD2,False
HEPACAM,False
TMEM218,False
FEZ1,False
ACRV1,True
PUS3,False
CDON,False
RPUSD4,False
SRPR,False
RP11-712L6.5,True
KIRREL3,False
ARHGAP32,False
NFRKB,False
PRDM10,False
ZBTB44,False
ADAMTS8,True
RP11-890B15.3,False
SNX19,False
OPCML,True
NCAPD3,False
THYN1,False
B3GAT1,True
RIC8A,False
PSMD13,False
ATHL1,False
RP11-326C3.11,False
B4GALNT4,False
PTDSS2,False
RP11-496I9.1,False
RASSF7,False
PHRF1,False
TMEM80,False
TALDO1,False
AP006621.5,False
RPLP2,False
PNPLA2,False
EFCAB4A,False
CD151,False
TSPAN4,False
AP2A2,False
BRSK2,False
KRTAP5-AS1,True
MRPL23,False
CD81,True
TSSC4,False
SLC22A18,False
PGAP2,False
STIM1,True
RRM1,True
CCKBR,False
SMPD1,False
DNHD1,True
ILK,False
SYT9,False
EIF3F,False
TUB,False
RPL27A,False
AKIP1,False
TMEM9B-AS1,False
IPO7,False
ZNF143,False
WEE1,True
SWAP70,False
SBF2-AS1,False
ADM,True
CTR9,False
USP47,False
MICAL2,False
MICALCL,True
PARVA,False
TEAD1,True
ARNTL,False
FAR1,False
PDE3B,False
C11orf58,False
NUCB2,False
RP1-239B22.5,False
KCNC1,False
GTF2H1,False
LDHA,True
LDHAL6A,False
TMEM86A,False
ZDHHC13,False
NAV2,True
HTATIP2,False
PRMT3,False
NELL1,False
ANO5,False
SLC17A6,True
GAS2,False
FIBIN,False
BBOX1,False
BDNF-AS,True
METTL15,True
RP11-22P4.1,False
ARL14EP,False
RP5-1024C24.1,True
DNAJC24,True
ELP4,True
RCN1,True
EIF3M,False
QSER1,False
DEPDC7,False
TCP11L1,True
HIPK3,False
KIAA1549L,True
CAPRIN1,False
NAT10,False
CAT,False
PDHX,False
CD44,False
RP4-683L5.1,False
FJX1,True
TRIM44,False
LDLRAD3,False
PRR5L,True
C11orf74,False
API5,False
TTC17,False
HSD17B12,False
ALKBH3,False
C11orf96,False
ACCS,False
EXT2,False
CD82,False
TSPAN18,False
RP11-430H10.1,False
CTD-2210P24.4,False
SLC35C1,False
CRY2,False
MAPK8IP1,False
CREB3L1,False
DGKZ,False
MDK,True
ATG13,False
ZNF408,False
C11orf49,True
DDB2,False
NR1H3,True
MADD,False
SLC39A13,True
NDUFS3,False
PTPMT1,False
PTPRJ,False
LRRC55,False
RTN4RL2,False
SERPING1,False
CLP1,False
ZDHHC5,True
C11orf31,False
CTNND1,False
FAM111B,False
FAM111A,False
DTX4,False
AP000442.1,False
STX3,False
CCDC86,False
TMEM109,False
TMEM132A,False
DAK,True
TMEM138,False
TMEM216,True
PPP1R32,True
LRRC10B,True
DAGLA,False
FEN1,False
FADS2,False
BEST1,True
AP003733.1,False
INCENP,False
ASRGL1,False
ROM1,False
METTL12,False
C11orf83,False
GNG3,True
TTC9C,False
POLR2G,False
TAF6L,False
TMEM179B,False
SLC3A2,False
RTN3,False
C11orf84,False
MARK2,True
NAA40,False
COX8A,False
OTUB1,False
FLRT1,False
STIP1,False
FERMT3,False
NUDT22,False
DNAJC4,True
VEGFB,False
FKBP2,False
RP11-783K16.5,False
GPR137,False
TEX40,False
ESRRA,False
PRDX5,False
CCDC88B,False
RPS6KA4,False
AP003774.4,False
AP001462.6,True
PPP2R5B,False
ARL2,False
SAC3D1,False
ZFPL1,False
VPS51,False
TM7SF2,True
MRPL49,False
CAPN1,False
CDC42EP2,False
DPF2,False
TIGD3,False
FRMD8,False
NEAT1,True
AP000769.1,False
MALAT1,True
SCYL1,False
SSSCA1,False
FAM89B,False
EHBP1L1,False
PCNXL3,True
SIPA1,False
KAT5,False
SNX32,False
MUS81,True
CCDC85B,False
DRAP1,False
SART1,False
BANF1,False
SF3B2,False
PACS1,False
KLC2,False
RAB1B,False
CNIH2,False
TMEM151A,False
RP11-867G23.8,False
NPAS4,True
PELI3,False
CCS,False
RBM4,False
RP11-658F2.8,False
C11orf80,False
RCE1,False
LRFN4,False
SYT12,True
KDM2A,True
ADRBK1,True
ANKRD13D,False
RAD9A,False
RPS6KB2,False
AIP,False
GSTP1,False
NDUFV1,False
ALDH3B1,False
NDUFS8,False
LRP5,False
PPP6R3,False
IGHMBP2,False
TPCN2,False
CCND1,True
FADD,False
PPFIA1,False
CTTN,False
RP11-660L16.2,False
NADSYN1,False
FAM86C1,False
RNF121,False
LRTOMT,True
ATG16L2,False
ARHGEF17,False
RELT,False
PLEKHB1,False
MRPL48,False
PAAF1,False
PPME1,False
AP001372.2,False
POLD3,False
RNF169,False
SPCS2,False
TPBGL,False
RPS3,False
SERPINH1,False
CTD-2530H12.4,False
DGAT2,False
UVRAG,False
RP11-111M22.2,True
C11orf30,False
TSKU,True
ACER3,False
CAPN5,False
AQP11,False
AAMDC,True
RP11-7I15.4,False
KCTD21-AS1,False
USP35,False
RAB30-AS1,False
PCF11,False
ANKRD42,False
TMEM126B,False
TMEM126A,False
EED,False
C11orf73,False
CCDC81,True
PRSS23,False
TMEM135,False
GRM5-AS1,False
FAT3,True
KIAA1731,False
C11orf54,False
MED17,False
PANX1,False
ANKRD49,False
PIWIL4,False
AMOTL1,False
KDM4D,False
ENDOD1,False
RP11-712B9.2,False
CEP57,False
CNTN5,True
ARHGAP42,True
TMEM133,False
KIAA1377,False
C11orf70,True
YAP1,False
BIRC2,False
RP11-315O6.1,True
DYNC2H1,False
GRIA4,False
AASDHPPT,False
ELMOD1,True
RAB39A,False
CUL5,False
ACAT1,False
ATM,False
DDX10,True
C11orf87,True
ZC3H12C,False
FDX1,False
COLCA2,False
LAYN,False
SIK2,False
C11orf1,False
DIXDC1,False
DLAT,True
C11orf57,False
PTS,False
NCAM1,True
ZBTB16,True
NNMT,True
REXO2,True
AP000462.3,False
PAFAH1B2,False
SIDT2,False
TAGLN,False
RNF214,False
CEP164,False
IL10RA,False
UBE4A,False
ATP5L,False
KMT2A,False
TTC36,True
TMEM25,True
ARCN1,False
PHLDB1,False
UPK2,False
CCDC84,False
TRAPPC4,False
VPS11,False
HMBS,True
C2CD2L,False
HINFP,False
CBL,False
RNF26,False
OAF,False
TMEM136,False
ARHGEF12,False
GRIK4,False
TBCEL,True
TECTA,True
SC5D,False
SORL1,False
UBASH3B,False
C11orf63,False
AP000783.1,False
LINC01059,False
GRAMD1B,False
VWA5A,False
TBRG1,False
SPA17,False
NRGN,True
RP11-677M14.3,False
RP11-677M14.7,False
ROBO3,False
HEPN1,False
CCDC15,True
PKNOX2,False
AP000708.1,False
EI24,False
STT3A,False
CHEK1,True
HYLS1,True
DDX25,False
RP11-680F20.11,False
RP11-680F20.6,False
FAM118B,False
FOXRED1,False
TIRAP,False
DCPS,True
RP11-168K9.2,False
LINC00167,False
APLP2,False
NTM,True
JAM3,True
VPS26B,False
ACAD8,False
GLB1L2,False
RP11-469N6.1,False
KDM5A,False
NINJ2,True
RAD52,True
DCP1B,False
CACNA1C-AS2,False
RP4-816N1.6,False
NRIP2,False
FOXM1,True
PARP11,True
CCND2-AS1,False
FGF23,False
C12orf4,False
ANO2,False
TNFRSF1A,True
CD27-AS1,False
VAMP1,True
MRPL51,False
RP5-940J5.9,False
IFFO1,False
NOP2,False
CHD4,False
ING4,False
ZNF384,False
PIANP,False
MLF2,False
CDCA3,False
SPSB2,False
U47924.31,False
PHB2,False
LPCAT3,False
C1R,False
SLC2A3,True
M6PR,False
MAGOHB,False
YBX3,True
PRR4,False
LRP6,False
MANSC1,False
LOH12CR2,True
DUSP16,False
GPR19,False
HEBP1,False
GRIN2B,True
PLBD1,False
WBP11,False
ARHGDIB,True
EPS8,True
LMO3,True
SLCO1A2,False
RECQL,False
LDHB,False
KCNJ8,True
ST8SIA1,False
C2CD5,False
RP11-268P4.4,True
SOX5,True
RP11-444D3.1,False
BCAT1,False
CASC1,False
KRAS,False
RASSF8-AS1,False
ITPR2,True
ASUN,False
TM7SF3,False
ERGIC2,False
TMTC1,True
IPO8,False
CAPRIN2,False
DDX11-AS1,False
FAM60A,False
DENND5B,False
AMN1,False
H3F3C,False
YARS2,False
PKP2,True
SYT10,False
CPNE8,True
KIF21A,False
ABCD2,False
SLC2A13,False
GXYLT1,True
YAF2,True
ZCRB1,False
PRICKLE1,True
RP11-350F4.2,True
PUS7L,False
TWF1,False
NELL2,True
LINC00938,True
SCAF11,False
SLC38A1,True
SLC38A2,False
AMIGO2,False
RPAP3,True
RAPGEF3,False
HDAC7,False
COL2A1,True
SENP1,False
ASB8,False
ZNF641,False
KANSL2,False
CCNT1,False
ADCY6,True
DDX23,False
RND1,False
RP11-302B13.5,False
FKBP11,False
ARF3,False
PRKAG1,False
KMT2D,False
RHEBL1,False
LMBR1L,False
TUBA1B,True
TUBA1A,True
C1QL4,True
MCRS1,False
FMNL3,False
NCKAP5L,False
BCDIN3D,False
FAIM2,False
RP11-469H8.6,False
CERS5,False
LIMA1,True
SLC11A2,False
CSRNP2,False
TFCP2,False
POU6F1,False
SMAGP,False
BIN2,False
RP11-983P16.4,False
SPRYD3,False
CSAD,False
RARG,False
AAAS,False
MAP3K12,False
RP11-793H13.11,False
ATF7,False
ATP5G2,False
CALCOCO1,False
SMUG1,False
CBX5,False
ZNF385A,False
PPP1R1A,False
ITGA7,True
CD63,False
SARNP,False
WIBG,False
SMARCC2,False
RNF41,False
ANKRD52,False
CS,False
CNPY2,False
PAN2,False
STAT2,False
TIMELESS,False
GLS2,False
BAZ2A,False
ATP5B,False
PTGES3,False
NACA,False
PRIM1,True
ZBTB39,False
TAC3,True
TMEM194A,False
STAT6,False
NDUFA4L2,False
STAC3,False
R3HDM2,False
DDIT3,True
DCTN2,False
B4GALNT1,False
AGAP2,False
CDK4,False
CYP27B1,False
METTL1,False
AVIL,False
CTDSP2,False
RP11-620J15.3,False
LRIG3,False
FAM19A2,False
C12orf61,False
PPM1H,False
DPY19L2,False
C12orf66,False
GNS,False
WIF1,True
RP11-366L20.2,False
LLPH,False
TMBIM4-1,False
GRIP1,False
MDM1,False
RP11-81H14.2,True
RP11-637A17.2,False
RP11-588G21.2,False
RP11-611E13.2,False
PTPRR,False
TSPAN8,False
ZFC3H1,True
KCNC2,False
CAPS2,False
KRR1,False
PHLDA1,True
NAP1L1,False
BBS10,False
OSBPL8,False
CSRP2,True
E2F7,False
PAWR,True
PPP1R12A,False
LIN7A,True
PPFIA2,False
CCDC59,False
SLC6A15,False
TSPAN19,False
MGAT4C,False
CEP290,True
KITLG,True
DUSP6,False
POC1B,False
ATP2B1,False
BTG1,True
EEA1,False
UBE2N,False
RP11-74K11.2,False
CCDC41,False
TMCC3,False
NDUFA12,False
NR2C1,False
FGD6,True
USP44,False
NTN4,False
LTA4H,False
CDK17,False
RP11-181C3.1,False
TMPO-AS1,False
IKBIP,False
ANKS1B,False
UHRF1BP1L,False
DEPDC4,False
SLC5A8,False
ARL1,False
GNPTAB,False
CCDC53,False
NUP37,False
IGF1,False
C12orf73,False
GLT8D2,False
NFYB,False
SLC41A2,False
ALDH1L2,False
APPL2,True
RP11-114F10.2,False
NUAK1,True
CKAP4,False
RP11-412D9.4,False
MTERFD3,False
CRY1,False
PRDM4,False
SART3,False
SELPLG,False
CORO1C,True
SNORA40-1,False
SSH1,False
RP11-423G4.7,False
SVOP,False
ALKBH2,False
FOXN4,False
KCTD10,False
MMAB,True
GLTP,False
GIT2,False
C12orf76,False
ANAPC7,False
ARPC3,False
GPN3,False
VPS29,False
PPTC7,False
PPP1CC,False
FAM109A,False
ATXN2,False
BRAP,False
MAPKAPK5-AS1,True
TMEM116,False
NAA25,False
HECTD4,False
RPL6,False
DDX54,False
IQCD,False
SLC8B1,False
SDS,False
LHX5,True
RBM19,False
MED13L,True
C12orf49,True
HRK,False
TESC,False
FBXO21,False
KSR2,True
WSB2,False
VSIG10,False
TAOK3,False
RP11-131L12.2,False
RP11-357K6.1,False
CIT,True
RAB35,False
GCN1L1,False
RPLP0,False
PXN,False
MSI1,True
TRIAP1,False
SRSF9,False
DYNLL1-AS1,True
COQ5,False
POP5,False
SPPL3,False
C12orf43,False
CAMKK2,False
ANAPC5,False
KDM2B,False
MORN3,False
RHOF,False
AC084018.1,False
DIABLO,False
VPS33A,False
CLIP1,False
ZCCHC8,False
RSRC2,False
VPS37B,False
ABCB9,False
PITPNM2,False
MPHOSPH9,False
CDK2AP1,False
SBNO1,False
RILPL2,False
RILPL1,False
RP11-486O12.2,False
EIF2B1,False
RP11-338K17.8,True
CCDC92,True
NCOR2,False
SCARB1,True
UBC,False
DHX37,False
SLC15A4,False
TMEM132D,True
RIMBP2,False
STX2,False
DDX51,False
RP13-977J11.2,False
POLE,False
ANKLE2,False
GOLGA3,False
CHFR,True
ZNF605,False
ZNF891,False
IQSEC3,False
CCDC77,False
WNK1,False
ERC1,False
WNT5B,False
ADIPOR2,False
LRTM2,False
CACNA1C,True
FKBP4,True
ITFG2,False
RHNO1,False
TULP3,False
TEAD4,True
TSPAN9,False
PRMT8,True
CCND2,True
C12orf5,False
RAD51AP1,True
DYRK4,False
NDUFA9,False
GALNT8,False
KCNA5,True
CD9,False
LTBR,False
TAPBPL,False
NCAPD2,False
GAPDH,True
COPS7A,False
PTMS,True
LAG3,False
GNB3,True
USP5,False
TPI1,True
LRRC23,False
ENO2,True
ATN1,False
C12orf57,False
EMG1,False
C1S,False
CLSTN3,False
FOXJ2,False
NECAP1,False
FAM66C,False
RIMKLB,False
PHC1,False
KLRG1,True
A2M-AS1,True
LINC00987,False
CLEC2D,False
GABARAPL1,False
ETV6,False
LOH12CR1,False
CREBL2,False
CDKN1B,False
APOLD1,False
EMP1,False
ATF7IP,False
H2AFJ,False
C12orf60,False
PTPRO,False
STRAP,False
DERA,False
PLEKHA5,False
AEBP2,True
PDE3A,False
SLCO1C1,False
PYROXD1,False
GOLT1B,False
CMAS,False
ETNK1,False
LYRM5,False
RASSF8,False
FGFR1OP2,False
MED21,False
STK38L,False
ARNTL2,False
PPFIBP1,True
MRPS35,False
KLHL42,False
CCDC91,False
TSPAN11,True
DDX11,False
AC024940.1,True
METTL20,False
KIAA1551,False
BICD1,False
FGD4,False
DNM1L,False
LRRK2,False
CNTN1,False
PDZRN4,False
PPHLN1,False
IRAK4,False
TMEM117,True
ANO6,False
ARID2,False
SLC48A1,False
AC004466.1,False
